,Host,TikTok,,Level,Month,Discord,Agent,Ranks,Bonus,New,Tix,Days,Day Pace,Active,Days Left,Hours,Hrs Goal,Hours Left,💎,Status,💎 Last 30,Growth %,Grad Left,-1 Month 💎,-2 Month 💎,-1 Level,-2 Level,Score,Earned,Gifted,Running,Multiply,Unlocked,LH,LH Camps
141,7359135689868443654,carringtonchronicles,GO,0,32,@carringtonchronicles,LEVI,0,0,100,2K,11,50%,Y,1.00,35,40,5,"24,531",,"24,531",-66%,NR,"71,893","40,872",5,0,20,0,0,"-30,000",-,0,,35
81,7577837917884858382,whoistatumbittick,GO,-1,4,@tatumbittick,ASHLEY,0,0,408,0,2,9%,Y,1.00,4,15,11,"111,050",,"198,394",-73%,-5,"405,094","1,270,930",-1,1,19,0,0,0,-,0,FALSE,FALSE
262,7585925369484656654,zerixkbm,GO,2,3,@zerixkbm,BRYTON,0,0,54,0,15,68%,Y,1.00,50,60,10,"2,040",✧,"5,274",-87%,17,"15,874","1,483",4,2,19,0,0,0,-,0,FALSE,FALSE
54,7527045326104985617,jordananthonymusic,GO,1,8,@itsjordananthony,LEVI,0,0,363,2K,13,59%,Y,1.00,25,40,15,"318,094",,"318,094",644%,NR,"42,735","225,971",-1,-1,18,"2,000",0,"2,000",-,0,FALSE,FALSE
117,7375048727318446081,jameagledavinci,GO,1,21,@jamdavinci,LEVI,0,"2,000",24,3K,14,64%,Y,1.00,36,40,4,"39,402",,"62,599",-13%,NR,"45,352","4,650",4,2,18,0,0,0,-,0,FALSE,FALSE
52,7460375701229912080,azyatk,GO,0,4,@azyatk,LEVI,0,"3,000","4,223",5K,10,45%,Y,1.00,24,40,16,"325,188",,"333,564",489%,-25,"55,205","242,906",0,1,17,0,0,0,-,0,FALSE,FALSE
96,7574878703558180919,southerncharm0726,GO,0,4,@reba1977,ASHLEY,0,0,75,0,11,50%,Y,1.00,29,40,11,"72,762",,"135,700",-49%,-13,"143,705","219,685",2,2,17,0,0,0,-,0,FALSE,FALSE
101,7405584046161412113,tbone_ga,GO,2,19,@tbone_94912,LEVI,0,0,157,100,19,86%,Y,1.00,48,60,12,"62,673",,"67,067",31%,NR,"47,755","122,277",2,3,17,500,0,500,-,0,FALSE,FALSE
88,7608338554233602062,deearnnap,GO,4,1,@deepenn43,LEVI,0,0,914,0,10,45%,Y,0.36,34,40,6,"90,368",✧,"90,368",#DIV/0!,78,,,,,16,0,0,0,-,0,FALSE,FALSE
114,7579054541350486030,tarotwithchris,GO,2,3,@cmadpoet,LEVI,0,0,"1,139",0,20,91%,Y,1.00,40,60,20,"46,789",✧,"50,237",-7%,-1,"50,440","7,774",2,0,16,0,0,0,-,0,FALSE,FALSE
169,7494442891004280833,fizzle_station,GO,5,1,@califizz,LEVI,0,0,63,0,19,86%,Y,0.68,89,80,-,"13,914",✧,"13,914",#DIV/0!,69,,,,,16,0,0,0,-,0,FALSE,FALSE
177,7359135591147274246,yourfriendm00nmusic,GO,-1,32,@yourfriendm00n,LEVI,0,0,102,3K,4,18%,Y,1.00,7,15,8,"12,140",,"12,140",-94%,NR,"211,901","35,468",1,-1,16,"20,750",0,"13,750",-,0,FALSE,FALSE
196,7455857931691507713,sebastianadamick,GO,2,14,@stretchbat92674,LEVI,0,0,9,6K,22,100%,Y,1.00,45,60,15,"8,444",,"8,451",373%,NR,"1,787","1,206",3,4,16,"8,000",0,"-4,000",-,0,FALSE,FALSE
203,7577930487646306318,lancektyree,GO,5,1,@lancek.tyree,LEVI,0,0,21,0,7,32%,Y,0.29,35,40,5,"7,049",✧,"7,049",#DIV/0!,80,,,,,16,0,0,0,-,0,FALSE,FALSE
242,7363729312689963025,julianpalacios2001,GO,3,22,@j_palacios23,SVEN,0,0,18,0,24,109%,Y,1.00,64,80,16,"2,867",,"2,966",-62%,NR,"7,591","36,679",2,5,16,0,0,0,-,0,FALSE,FALSE
280,7507054085481431056,_mrs.robinson_,GO,3,10,,LEVI,0,0,15,0,24,109%,Y,1.00,78,80,2,"1,240",,"1,240",26%,NR,987,"4,020",2,2,16,0,0,0,-,0,FALSE,FALSE
70,7359136220175237125,samuelciafaloni,GO,1,13,@crippychuffy2786,COLTON,0,0,16,7K,13,59%,Y,1.00,40,60,20,"140,248",,"140,248",216%,NR,"44,391","161,287",1,2,15,"8,000",0,"2,000",-,0,FALSE,FALSE
87,7594348083929006094,caroleens,GO,1,2,@caroleens,LEVI,0,0,214,0,12,55%,Y,1.00,35,40,5,"92,603",✧,"93,065",92%,NR,"48,267",,2,,15,"1,000",0,"1,000",-,0,FALSE,FALSE
151,7359137668212490245,sebbythecatdad,GO,-1,26,@sebbythecatdad,LEVI,0,0,16,7K,3,14%,Y,1.00,5,15,10,"19,385",,"95,377",-95%,NR,"390,278","706,290",0,2,15,"328,000",0,"-2,000",-,0,FALSE,FALSE
180,7575262176085164045,genxjamz,GO,1,4,@genxjamz,LEVI,0,0,49,1K,13,59%,Y,1.00,38,40,2,"11,328",,"13,185",-61%,NR,"28,848","79,230",3,5,14,0,0,0,-,0,FALSE,FALSE
268,7547872614069518349,primed.plat,GO,-1,6,@primedplate1,LEVI,0,0,26,0,0,0%,Y,1.00,0,15,15,"1,634",,"1,634",-99%,NR,"262,099","697,232",0,1,14,"66,000",0,0,-,0,FALSE,FALSE
60,7359134875733000198,maiazakay,GO,0,39,@maiazakay,MARCO,0,0,187,6K,10,45%,Y,1.00,19,20,1,"268,133",,"268,133",8555%,NR,"3,098","75,622",-1,-1,13,"56,000",0,"10,000",-,0,FALSE,FALSE
135,7359138535707967493,jenni_from_the_block0,GO,4,2,@juicy_jen,LEVI,0,0,424,0,23,105%,Y,1.00,84,80,-,"26,111",✧,"26,111",200754%,50,13,,-1,,13,0,0,0,-,0,FALSE,FALSE
161,7551954482628673591,kenziehuggg,GO,2,6,@kenziehugg,BRYTON,0,0,92,0,19,86%,Y,1.00,74,80,6,"16,909",,"16,910",70%,NR,"9,920","24,706",2,2,13,0,0,0,-,0,FALSE,FALSE
200,7590547285004566542,imjustsaiyanbro,GO,2,2,@imjussaiyanbro5220,LEVI,0,0,149,0,17,77%,Y,1.00,54,60,6,"7,545",✧,"8,994",105%,34,"3,674",,2,,13,0,0,0,-,0,FALSE,FALSE
216,7556036369030823991,perfectaimm,GO,2,5,,LEVI,0,0,"1,037",0,23,105%,Y,1.00,49,60,11,"5,477",,"5,490",-68%,NR,"17,344","32,884",2,3,13,0,0,0,-,0,FALSE,FALSE
283,7466992762915667985,mulletdevotional,GO,4,1,,LEVI,0,0,75,0,26,118%,Y,1.00,82,80,-,"1,213",✧,"1,213",#DIV/0!,60,,,,,13,0,0,0,-,0,FALSE,FALSE
65,7498149470513889297,sierralevesquemusic,GO,0,11,@sierralevesque,LEVI,0,0,"4,307",1K,8,36%,Y,1.00,19,20,1,"195,480",,"202,445",279%,NR,"51,594","85,489",-1,-1,12,"40,500",0,"35,500",-,0,FALSE,FALSE
89,7554923198903795767,onemanelectricalband,GO,0,6,@onemanelectricalband,LEVI,0,0,748,0,10,45%,Y,1.00,26,40,14,"87,138",,"87,138",-35%,NR,"133,361","257,308",0,1,12,0,0,0,-,0,FALSE,FALSE
127,7473189073168121873,bridgetryan,GO,0,13,@bridget0274,LEVI,0,0,233,3K,9,41%,Y,1.00,19,20,1,"33,585",,"51,885",-63%,NR,"91,968","59,033",2,0,12,"15,000",0,0,-,0,FALSE,FALSE
130,7359134725187207174,g_money0805,GO,0,42,@g_money0805,LEVI,0,0,84,0,10,45%,Y,1.00,23,40,17,"31,016",,"40,812",-62%,NR,"80,809","2,813",2,-1,12,0,0,0,-,0,FALSE,FALSE
414,7556036556927090702,th3onef3ar,GO,2,5,@theon3f3ar,LEVI,0,0,2,0,24,109%,Y,1.00,58,60,2,6,,6,50%,NR,4,2,2,3,12,0,0,0,-,0,FALSE,FALSE
84,7359136287120719877,redrumstudios,GO,2,30,@.ghostt72,BRYTON,0,0,125,0,19,86%,Y,1.00,69,80,11,"105,356",,"105,356",3419%,NR,"2,994",504,-1,-1,11,"4,000",0,"4,000",-,0,FALSE,FALSE
124,7546388294167216142,zordoth,GO,1,6,@zordoth_,LEVI,0,0,"1,751",0,12,55%,Y,1.00,43,60,17,"34,860",,"37,556",6%,NR,"33,011","33,921",2,2,11,0,0,0,-,0,FALSE,FALSE
186,7595741738505879565,jamjamish,GO,-1,2,,BRYTON,0,0,66,0,2,9%,Y,1.00,6,15,9,"10,074",✧,"13,240",-89%,NR,"93,480",,2,,11,0,0,0,-,0,FALSE,FALSE
223,7510767609743343632,arivassallo914,GO,0,9,@lasirena9149471,SVEN,0,0,81,0,9,41%,Y,1.00,32,40,8,"4,725",,"6,410",-30%,NR,"6,728","10,548",3,3,11,0,0,0,-,0,FALSE,FALSE
100,7359134507833982981,loisa_asmr,GO,-1,46,@loisa8427,LEVI,0,0,314,2K,3,14%,Y,1.00,6,15,9,"67,527",✧,"67,527",-56%,NR,"153,405","233,985",-1,-1,10,"32,500",0,"20,500",-,0,FALSE,FALSE
125,7359135442542952454,lil.ginga5,GO,1,33,@autumnanddaisy,LEVI,0,0,56,11K,18,82%,Y,1.00,27,40,13,"34,706",,"34,782",-53%,NR,"74,510","67,156",1,1,10,"1,500",0,"1,500",-,0,FALSE,FALSE
167,7571250938317651982,therealhambino,GO,1,4,@therealhambino,BRYTON,0,0,337,0,15,68%,Y,1.00,36,40,4,"15,029",,"16,123",15%,NR,"13,082","46,951",2,3,10,0,0,0,-,0,FALSE,FALSE
210,7546060436458979383,raven4life79,GO,1,4,@raven1mindy,SVEN,0,0,169,1K,12,55%,Y,1.00,31,40,9,"5,900",,"6,351",47%,NR,"4,006","12,551",2,5,10,0,0,0,-,0,FALSE,FALSE
212,7603559048310505485,jeffrey8bp,GO,3,1,,LEVI,0,0,576,0,18,82%,Y,0.82,59,60,1,"5,702",✧,"5,702",#DIV/0!,65,,,,,10,0,0,0,-,0,FALSE,FALSE
243,7359138377117106181,drewcasta,GO,2,25,@drewcasta,LEVI,0,0,51,1K,16,73%,Y,1.00,52,60,8,"2,851",,"2,870",-51%,NR,"5,865","2,901",1,1,10,"2,750",0,"2,750",-,0,,52
248,7402863261353312273,fatalparadox11877,GO,1,19,@fatalparadox11877,LEVI,0,0,10,1K,13,59%,Y,1.00,50,60,10,"2,626",,"2,666",-63%,NR,"7,180","3,524",2,5,10,"2,500",0,"2,500",-,0,FALSE,FALSE
266,7605576578982035470,lady_cabernet,GO,3,1,@lady_cab,LEVI,0,0,166,0,14,64%,Y,0.64,44,60,16,"1,979",✧,"1,979",#DIV/0!,70,,,,,10,0,0,0,-,0,FALSE,FALSE
90,7444838821734268929,fishon053,GO,1,15,@brian503669,LEVI,0,0,90,25K,13,59%,Y,1.00,59,60,1,"84,078",,"84,956",310%,NR,"20,502","239,842",0,2,9,"26,800","12,000",0,-,0,FALSE,FALSE
115,7359134710397763589,swug_asmr,GO,0,42,@samtamb,LEVI,0,0,"1,024",500,8,36%,Y,1.00,25,40,15,"44,228",,"49,268",-40%,NR,"74,083","59,394",1,-1,9,"19,250",0,"19,250",-,0,FALSE,FALSE
182,7370643117634224145,beautiful_soul_25,GO,0,16,@queen_nala_,LEVI,0,0,110,0,9,41%,Y,1.00,18,20,2,"11,028",,"12,557",-55%,NR,"24,442","3,322",2,0,9,"2,000",0,0,-,0,FALSE,FALSE
445,7553020731857322039,depttv,GO,-1,6,@dep6969,LEVI,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,141,6,3,4,9,0,0,0,-,0,FALSE,FALSE
658,7427641988100554768,jazcatraz,GO,3,1,,LEVI,0,0,1,0,6,27%,Y,0.29,20,40,20,0,✦,0,#DIV/0!,80,,,,,9,0,0,0,1x,0,FALSE,FALSE
82,7517471096153718800,imamberleybriana,GO,1,9,@amberley444,SVEN,0,0,168,0,17,77%,Y,1.00,30,40,10,"109,786",,"113,386",2758%,NR,"3,842","5,769",-1,-1,8,0,0,0,-,0,FALSE,FALSE
111,7568212477285220366,mizzbabycakezz,GO,2,4,@missbabycakezz,LEVI,0,"1,000",573,2K,19,86%,Y,1.00,74,80,6,"51,250",,"51,269",4108%,NR,"1,218","2,986",-1,-1,8,0,0,0,-,0,FALSE,FALSE
144,7390068722897174529,softglamasmr,GO,1,7,@makeupbystephiemarie,LEVI,0,0,792,0,13,59%,Y,1.00,26,40,14,"22,831",,"22,831",-3%,NR,"23,590","29,668",1,1,8,0,0,0,-,0,FALSE,FALSE
146,7595842605108445239,tarotbymoonbeam,GO,-1,2,@b_moonbeam,LEVI,0,0,259,0,6,27%,Y,1.00,17,20,3,"21,635",✧,"22,791",-30%,44,"30,931",,2,,8,0,0,0,-,0,FALSE,FALSE
172,7524495263340298257,suaskiiii,GO,2,8,@suaskiiii,LEVI,0,0,284,1K,20,91%,Y,1.00,56,60,4,"12,794",,"12,797",161%,NR,"4,906",975,0,1,8,0,0,0,-,0,FALSE,FALSE
202,7460667880711995408,aquarius5518,GO,2,14,@pennycarillo,LEVI,0,0,254,0,16,73%,Y,1.00,48,60,12,"7,146",,"7,354",192%,NR,"2,447","7,611",0,1,8,"18,750",0,750,-,0,FALSE,FALSE
260,7490726688108724241,jjreefs,GO,2,11,,LEVI,0,0,46,0,16,73%,Y,1.00,42,60,18,"2,091",,"2,091",253%,NR,592,"2,577",0,0,8,0,0,0,-,0,FALSE,FALSE
93,7359135264155107334,danielsbrowning,GO,0,34,@danielsbrowning,LEVI,0,0,310,0,9,41%,Y,1.00,19,20,1,"81,345",,"81,345",134%,NR,"34,810","31,481",0,-1,7,0,0,0,-,0,FALSE,FALSE
120,7561178434211332109,damon.ey,GO,2,5,@damxney,LEVI,0,0,224,0,16,73%,Y,1.00,65,80,15,"38,083",,"38,083",3808200%,NR,1,"14,053",-1,-1,7,0,0,0,-,0,FALSE,FALSE
121,7563762554611417101,thatbrokeguy2024,GO,1,5,@dmfjmoney2023,BRYTON,0,0,11,0,12,55%,Y,1.00,62,80,18,"37,911",,"37,911",114%,NR,"17,752","47,919",1,2,7,0,0,0,-,0,FALSE,FALSE
128,7372047290040631312,shawtayquinn,GO,2,22,@shawtayquinn,BRYTON,0,0,732,0,16,73%,Y,1.00,40,60,20,"31,786",,"31,786",N,NR,0,0,-1,-1,7,0,0,0,-,0,FALSE,FALSE
134,7415856990070751233,zezecod,GO,2,18,@zeze.ios_28371,LEVI,0,0,903,0,18,82%,Y,1.00,71,80,9,"26,246",,"26,246",166%,NR,"9,872","3,611",-1,-1,7,0,0,0,-,0,FALSE,FALSE
136,7359135084660129797,jordan_shier,GO,2,19,,LEVI,0,0,"5,667",0,17,77%,Y,1.00,41,60,19,"25,993",,"25,993",129865%,NR,20,4,-1,-1,7,0,0,0,-,0,FALSE,FALSE
158,7359135264155140102,umparker,GO,-1,34,@chipy.,LEVI,0,0,75,0,3,14%,Y,1.00,9,15,6,"17,341",,"17,837",-4%,NR,"18,128",0,2,-1,7,0,0,0,-,0,FALSE,FALSE
159,7601657541499666487,princesscults,GO,2,1,@fairyincali,LEVI,0,0,99,0,16,73%,Y,1.00,62,80,18,"17,262",✧,"17,262",#DIV/0!,NR,,,,,7,0,0,0,-,0,FALSE,FALSE
166,7579814318795997197,gudinoashley,GO,1,3,@ajgudino87,LEVI,0,0,132,0,14,64%,Y,1.00,44,60,16,"15,253",✧,"15,486",79%,1,"8,508","2,356",1,-1,7,0,0,0,-,0,FALSE,FALSE
170,7359137865995091974,siren_ofthe_stars,GO,0,26,@siren_ofthe_stars,LEVI,0,0,18,9K,7,32%,Y,1.00,27,40,13,"13,456",,"16,009",-84%,NR,"85,253","83,206",0,1,7,"13,400",0,"10,400",-,0,FALSE,FALSE
228,7478580508411084801,auesomemoma,GO,-1,2,@ausomemom1,LEVI,0,0,23,3K,5,23%,Y,1.00,26,40,14,"4,043",✧,"4,704",-66%,NR,"11,877",,2,,7,0,0,0,-,0,FALSE,FALSE
237,7488407886146830337,mecheware1959,GO,-1,11,@mecheware,SVEN,0,0,3,0,6,27%,Y,1.00,25,40,15,"3,062",,"3,198",-52%,NR,"6,391","2,388",2,0,7,0,0,0,-,0,FALSE,FALSE
302,7444829624510529537,monanightmare,GO,0,15,@monanightmare,LEVI,0,0,411,0,11,50%,Y,1.00,31,40,9,759,,762,-72%,NR,"2,742","5,961",2,2,7,0,0,0,-,0,FALSE,FALSE
304,7598710170574733326,heathen_ikyoto,GO,0,2,@heathen_ikyoto,ALLIE,0,0,29,0,10,45%,Y,1.00,42,60,18,752,✦,860,75%,52,430,,2,,7,0,0,0,1x,0,FALSE,FALSE
307,7585682806014132279,alexshopsfar3,GO,0,3,@alexshopsfar,LEVI,0,0,155,0,11,50%,Y,1.00,35,40,5,568,✦,743,-57%,16,"1,308",177,2,1,7,0,0,0,1x,0,FALSE,FALSE
320,7426157075610468368,yaticasimagination,GO,0,7,@yatica,LEVI,0,0,84,0,8,36%,Y,1.00,32,40,8,418,,418,-80%,NR,"2,065","1,821",2,0,7,0,0,0,-,0,FALSE,FALSE
99,7546017169939709965,ardy.afshar,GO,-1,6,@ardy.afshar,BRYTON,0,0,28,0,5,23%,Y,1.00,8,15,7,"69,086",,"69,086",-11%,NR,"78,009","336,331",-1,2,6,"17,000",0,"17,000",-,0,FALSE,FALSE
269,7463636777518088193,itsbriannablake,GO,-1,14,@brianna_iguana,LEVI,0,0,144,22K,6,27%,Y,1.00,13,15,2,"1,622",,"1,622",-97%,NR,"59,222",0,1,-1,6,"7,000",0,"7,000",-,0,FALSE,FALSE
300,7359137106595217413,catarina.cordle,GO,2,1,@catarinac_22_27293,LEVI,0,0,42,0,11,50%,Y,0.61,31,40,9,809,✦,809,#DIV/0!,71,,,,,6,0,0,0,1x,0,FALSE,FALSE
311,7608666330618871821,n00lanttv,GO,2,1,@n00lan,LEVI,0,0,2,0,5,23%,Y,0.32,31,40,9,500,✦,500,#DIV/0!,79,,,,,6,0,0,0,1x,0,FALSE,FALSE
446,7534212614495191095,mergemadam,GO,-1,7,@empoweredebony,DYLAN,0,0,0,0,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,142,"4,458",2,4,6,0,0,0,-,0,FALSE,FALSE
110,7603413642771447822,lilashiesty,GO,1,1,,LEVI,0,0,250,0,13,59%,Y,0.86,29,40,11,"54,514",✧,"54,514",#DIV/0!,64,,,,,5,0,0,0,-,0,FALSE,FALSE
123,7467472515904831489,backwoodscaiden,GO,1,13,@backwoodscaiden2025,BRYTON,0,"7,000",47,32K,14,64%,Y,1.00,28,40,12,"35,735",,"35,735",166%,NR,"13,432","143,725",0,0,5,"11,000",0,"-4,000",-,0,FALSE,FALSE
147,7568976409566298126,lowrainnn1,GO,0,4,@lowrainnn,JOE,0,0,29,1K,8,36%,Y,1.00,28,40,12,"21,522",,"21,522",-62%,-29,"57,258","204,151",0,0,5,0,0,0,-,0,FALSE,FALSE
171,7467718585595723793,a_aronfish,GO,-1,13,@a_aronfish,LEVI,0,0,88,0,6,27%,Y,1.00,15,20,5,"13,302",,"15,353",-81%,NR,"68,740","3,080",0,-1,5,0,0,0,-,0,FALSE,FALSE
187,7582956443989524535,johnstonecountry,GO,1,3,@johnstonecountry,DYLAN,0,0,512,0,14,64%,Y,1.00,44,60,16,"9,969",✧,"9,969",10%,9,"9,064","8,190",0,-1,5,0,0,0,-,0,FALSE,FALSE
208,7537116061758636045,kes_014,GO,1,7,@kes014,LEVI,0,0,25,0,20,91%,Y,1.00,29,40,11,"6,093",,"6,210",95%,NR,"3,129","5,653",0,1,5,0,0,0,-,0,FALSE,FALSE
213,7359139572674232325,moji.music,GO,-1,23,@mojigallomusic,LEVI,0,0,3,1K,3,14%,Y,1.00,6,15,9,"5,675",,"20,207",-93%,NR,"76,144","35,458",0,-1,5,"7,750",0,"7,250",-,0,FALSE,FALSE
238,7556036722329698317,blessxblessx,GO,-1,5,@blessx6975,LEVI,0,0,26,0,5,23%,Y,1.00,39,40,1,"3,058",,"3,387",-87%,NR,"23,514","16,832",1,2,5,0,0,0,-,0,FALSE,FALSE
106,7359139297569832965,jadelvega,GO,0,24,@jadelvega.ismytiktok,BRYTON,0,0,40,0,11,50%,Y,1.00,47,60,13,"60,110",,"60,369",22246%,NR,269,10,-1,-1,4,0,0,0,-,0,FALSE,FALSE
149,7401303186457444368,codenamekodi,GO,-1,19,@codenamekodi,LEVI,0,0,458,0,5,23%,Y,1.00,12,15,3,"20,869",,"24,189",-53%,NR,"43,963","88,669",0,0,4,0,0,0,-,0,FALSE,FALSE
152,7597658582695526455,ijaneeg,GO,1,2,@ijaneeg,LEVI,0,0,649,0,12,55%,Y,1.00,45,60,15,"18,882",✧,"19,177",549%,49,"2,910",,-1,,4,0,0,0,-,0,FALSE,FALSE
156,7391102885259690001,riahx2x,GO,1,20,@riahx319,LEVI,0,0,107,1K,15,68%,Y,1.00,33,40,7,"17,797",,"17,797",327%,NR,"4,172",113,-1,-1,4,0,0,0,-,0,FALSE,FALSE
184,7534478942514855949,caymanmjohn,GO,-1,7,@johhnnycatman,LEVI,0,0,30,9K,3,14%,Y,1.00,6,15,9,"10,916",,"11,793",-74%,NR,"41,975","21,916",0,0,4,"31,000",0,0,-,0,FALSE,FALSE
197,7601660558693285902,stubbsx88,GO,1,1,@mstubbs88,LEVI,0,0,144,0,17,77%,Y,1.00,34,40,6,"8,435",✧,"8,435",#DIV/0!,60,,,,,4,0,0,0,-,0,FALSE,FALSE
204,7602394582281764878,humblekeshhh,GO,1,1,,LEVI,0,0,62,0,13,59%,Y,0.93,31,40,9,"6,942",✧,"6,942",#DIV/0!,62,,,,,4,0,0,0,-,0,FALSE,FALSE
211,7359138931742474246,brandonthebabe,GO,1,12,@brandonthebabens_43826,LEVI,0,0,57,0,16,73%,Y,1.00,34,40,6,"5,711",,"5,714",550%,NR,878,390,-1,-1,4,0,0,0,-,0,FALSE,FALSE
234,7601722710653288503,birdiesforeus,GO,1,1,@jayddoesit,LEVI,0,0,25,0,12,55%,Y,1.00,40,60,20,"3,224",✧,"3,224",#DIV/0!,NR,,,,,4,0,0,0,-,0,FALSE,FALSE
239,7359686639905718273,khrisskontours,GO,-1,23,,LEVI,0,0,249,0,6,27%,Y,1.00,19,20,1,"3,019",,"3,048",56%,NR,"1,936","3,252",1,-1,4,0,0,0,-,0,FALSE,FALSE
245,7423567910435635217,xx_destmarie,GO,-1,4,@destmarie25,LEVI,0,0,121,0,4,18%,Y,1.00,12,15,3,"2,756",,"2,756",-85%,NR,"18,096","3,714",1,0,4,0,0,0,-,0,FALSE,FALSE
274,7359135501099761669,itskbearr,GO,-1,33,@itskailabear,LEVI,0,0,5,0,4,18%,Y,1.00,12,15,3,"1,374",,"1,374",-66%,NR,"3,996",5,1,-1,4,0,0,0,-,0,FALSE,FALSE
279,7595395796338720781,walmart.grey,GO,-1,2,,LEVI,0,0,80,0,3,14%,Y,1.00,6,15,9,"1,260",✧,"1,260",-91%,43,"14,490",,1,,4,0,0,0,-,0,FALSE,FALSE
335,7424945523473514497,v3lueta,GO,1,17,,LEVI,0,0,466,0,16,73%,Y,1.00,34,40,6,247,,267,68%,NR,147,342,0,0,4,"45,000",0,"45,000",-,0,- / -,34
342,7359139443036389382,hotsenorita2,GO,0,19,@riak2977,LEVI,0,0,63,25K,11,50%,Y,1.00,26,40,14,193,,220,16%,NR,167,"3,995",1,0,4,"6,000",0,0,-,0,FALSE,FALSE
347,7359138563587506181,howlingattheearth,GO,0,25,@howlingattheearth,LEVI,0,0,11,0,10,45%,Y,1.00,28,40,12,177,,178,-55%,NR,395,"1,125",1,1,4,0,0,0,-,0,FALSE,FALSE
447,7359137032024752133,djbowiejane,GO,-1,28,@djbowiejane,LEVI,0,0,0,114K,0,0%,Y,1.00,0,15,15,0,,0,-100%,NR,"95,752","18,765",-1,-1,4,"195,050",0,"17,750",-,0,,0
102,7605650147527213069,mauricethemusic,GO,-1,1,@astrobeatz,DYLAN,0,"1,000",8,1K,2,9%,Y,0.64,7,15,8,"62,267",✧,"62,267",#DIV/0!,70,,,,,3,0,0,0,-,0,FALSE,FALSE
113,7554981574454919223,stephintechnicolor,GO,-1,6,@stephild,LEVI,0,0,6,0,1,5%,Y,1.00,1,15,14,"48,180",,"48,488",24%,NR,"38,878","14,490",-1,-1,3,"3,000",0,"2,000",-,0,FALSE,FALSE
116,7550884206759559223,uriquarlesceodfm,GO,0,6,@uriq0728,LEVI,0,0,97,0,8,36%,Y,1.00,16,20,4,"41,299",,"42,518",189%,NR,"14,278","51,799",-1,-1,3,0,0,0,-,0,FALSE,FALSE
129,7359135172404740102,steven_dean,GO,0,35,@steven_dean.,LEVI,0,0,321,2K,9,41%,Y,1.00,18,20,2,"31,536",,"34,297",-16%,NR,"37,650","44,518",-1,-1,3,"9,975",0,"9,975",-,0,FALSE,FALSE
142,7467455099565178896,medusawhispers,GO,-1,13,@medusawhispers,LEVI,0,0,"1,272",0,5,23%,Y,1.00,9,15,6,"24,266",,"24,266",-58%,NR,"57,229",0,-1,-1,3,0,0,0,-,0,FALSE,FALSE
148,7592049908509818894,ash_bittickkk,GO,-1,2,@ashleybittick,ASHLEY,0,0,19,0,2,9%,Y,1.00,5,15,10,"21,167",✧,"21,179",-34%,NR,"32,236",,0,,3,0,0,0,-,0,FALSE,FALSE
175,7359139280323182598,t1dfighter03_24_12,GO,0,24,,LEVI,0,0,11,0,7,32%,Y,1.00,19,20,1,"12,376",,"12,446",8%,NR,"11,445","3,617",0,-1,3,0,0,0,-,0,FALSE,FALSE
190,7495246070599909392,commakaze,GO,0,11,@officialcommakaze,LEVI,0,0,120,0,7,32%,Y,1.00,29,40,11,"9,025",,"9,175",199%,NR,"3,019","2,182",0,-1,3,0,0,0,-,0,FALSE,FALSE
195,7541597194860838926,x.xiii.x,GO,-1,7,@luciaxiii,LEVI,0,0,101,4K,2,9%,Y,1.00,5,15,10,"8,507",,"14,978",-67%,NR,"25,478","19,748",0,-1,3,0,0,0,-,0,FALSE,FALSE
207,7542994340252008462,destany717,GO,0,7,,LEVI,0,0,120,0,7,32%,Y,1.00,20,40,20,"6,473",,"6,473",-62%,NR,"17,090",115,0,-1,3,0,0,0,-,0,FALSE,FALSE
276,7591301261329285175,queen_maddy_1202,GO,-1,2,@queen_maddy_1202,BRYTON,0,0,0,1K,0,0%,Y,1.00,0,15,15,"1,350",✧,"1,350",-96%,NR,"32,725",,0,,3,0,0,0,-,0,FALSE,FALSE
298,7598360367479439415,mariithonner,GO,1,2,@sorrynotsorri,LEVI,0,0,25,0,13,59%,Y,1.00,27,40,13,875,✦,878,1150%,51,70,,-1,,3,0,0,0,1x,0,FALSE,FALSE
337,7471151790571126785,retrozombiegaming,GO,-1,13,@retrozombiegaming,LEVI,0,0,0,0,2,9%,Y,1.00,8,15,7,227,,228,-36%,NR,354,0,1,-1,3,0,0,0,-,0,FALSE,FALSE
351,7484330241842987025,heavenrnybaribaddie,GO,-1,12,@supermom0363,LEVI,0,0,4,0,4,18%,Y,1.00,11,15,4,146,,163,-90%,NR,"1,393",206,1,0,3,0,0,0,-,0,FALSE,FALSE
357,7474398304470597633,kirstenswasey,GO,-1,13,@kirstenswasey,LEVI,0,0,14,0,3,14%,Y,1.00,9,15,6,128,,170,-73%,NR,482,"2,035",1,2,3,0,0,0,-,0,FALSE,FALSE
358,7543135486290935863,callsign_keegan25,GO,-1,7,@hizashi_yamada.present.mic,LEVI,0,0,1,0,0,0%,Y,1.00,2,15,13,122,,146,-96%,NR,"3,403","8,574",1,0,3,0,0,0,-,0,FALSE,FALSE
402,7605716528268591117,michelleistheboss1978,GO,1,1,,LEVI,0,0,39,0,8,36%,Y,0.61,18,20,2,13,✦,13,#DIV/0!,71,,,,,3,0,0,0,1x,0,FALSE,FALSE
